adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001395942-25-000068	1395942	OPENLANE, INC.	5500	US	IN	CARMEL	46032	11299 N. ILLINOIS STREET		(800) 923-3725	US	IN	CARMEL	46032	11299 N. ILLINOIS STREET		US	DE	208744739	KAR AUCTION SERVICES, INC.	20091103	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 09:57:00.0	0	1	kar-20250930_htm.xml	1	
0001396009-25-000031	1396009	VULCAN MATERIALS CO	1400	US	AL	BIRMINGHAM	35242	1200 URBAN CENTER DRIVE		(205) 298-3000	US	AL	BIRMINGHAM	35242	1200 URBAN CENTER DRIVE		US	NJ	208579133	VIRGINIA HOLDCO, INC.	20070409	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 11:59:00.0	0	1	vmc-20250930_htm.xml	1	
0001396440-25-000184	1396440	MAIN STREET CAPITAL CORP		US	TX	HOUSTON	77056	1300 POST OAK BOULEVARD	8TH FLOOR	(713) 350-6000	US	TX	HOUSTON	77056	1300 POST OAK BOULEVARD	8TH FLOOR	US	MD	412230745			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 11:39:00.0	0	1	main-20250930_htm.xml	1	
0001397187-25-000055	1397187	LULULEMON ATHLETICA INC.	2300	CA	BC	VANCOUVER	V6J 1C7	1818 CORNWALL AVENUE		604-732-6124	CA	BC	VANCOUVER	V6J 1C7	1818 CORNWALL AVENUE		US	DE	203842867	LULULEMON CORP.	20070420	1-LAF	0	0131	10-Q	20251031	2025	Q3	20251211	2025-12-11 16:10:00.0	0	1	lulu-20251102_htm.xml	1	
0001398659-25-000109	1398659	GENPACT LTD	8742	BM		HAMILTON	HM 12	CANON'S COURT	22 VICTORIA STREET	4412952244	BM		HAMILTON	HM 12	CANON'S COURT	22 VICTORIA STREET	BM		980533350			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 08:58:00.0	0	1	g-20250930_htm.xml	1	
0001398733-25-000028	1398733	AQUESTIVE THERAPEUTICS, INC.	2834	US	NJ	WARREN	07059	30 TECHNOLOGY DRIVE		908-941-1900	US	NJ	WARREN	07059	30 TECHNOLOGY DRIVE		US	DE	208623253	MONOSOL RX, INC.	20070507	4-NON	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:07:00.0	0	1	aqst-20250930_htm.xml	1	
0001398987-25-000116	1398987	ANYWHERE REAL ESTATE INC.	6531	US	NJ	MADISON	07940	175 PARK AVENUE		973-407-2000	US	NJ	MADISON	07940	175 PARK AVENUE		US	DE	208050955	REALOGY HOLDINGS CORP.	20130501	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 06:57:00.0	0	1	hous-20250930_htm.xml	2	1355001
0001401257-25-000108	1401257	FORUM ENERGY TECHNOLOGIES, INC.	3533	US	TX	HOUSTON	77064	10344 SAM HOUSTON PARK DRIVE	SUITE 300	281-949-2500	US	TX	HOUSTON	77064	10344 SAM HOUSTON PARK DRIVE	SUITE 300	US	DE	611488595	FORUM OILFIELD TECHNOLOGIES, INC.	20100726	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251031	2025-10-31 17:08:00.0	0	1	fet-20250930_htm.xml	1	
0001401521-25-000133	1401521	AMERICAN COASTAL INSURANCE CORP	6331	US	FL	SAINT PETERSBURG	33716	570 CARILLON PARKWAY	SUITE 100	727-633-0851	US	FL	SAINT PETERSBURG	33716	570 CARILLON PARKWAY	SUITE 100	US	DE	753241967	UNITED INSURANCE HOLDINGS CORP.	20081002	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:26:00.0	0	1	acic-20250930_htm.xml	1	
0001401914-25-000050	1401914	DARE BIOSCIENCE, INC.	2834	US	CA	SAN DIEGO	92122	3655 NOBEL DRIVE	SUITE 260	858-926-7655	US	CA	SAN DIEGO	92122	3655 NOBEL DRIVE	SUITE 260	US	DE	204139823	CERULEAN PHARMA INC.	20090714	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 16:03:00.0	0	1	dare-20250930_htm.xml	1	
0001402057-25-000193	1402057	CDW CORP	5961	US	IL	VERNON HILLS	60061	200 N MILWAUKEE AVENUE		847-465-6000	US	IL	VERNON HILLS	60061	200 N MILWAUKEE AVENUE		US	DE	260273989	VH HOLDINGS, INC.	20070605	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:16:00.0	0	1	cdw-20250930_htm.xml	1	
0001402829-25-000061	1402829	ORION GROUP HOLDINGS INC	1600	US	TX	HOUSTON	77020	2940 RIVERBY ROAD	SUITE 400	713-852-6500	US	TX	Houston	77020	2940 RIVERBY ROAD	SUITE 400			260097459	ORION MARINE GROUP INC	20070612	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251029	2025-10-29 16:47:00.0	0	1	orn-20250930x10q_htm.xml	1	
0001403161-25-000089	1403161	VISA INC.	7389	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		650-432-3200	US	CA	SAN FRANCISCO	94128-8999	P.O. BOX 8999		US	DE	260267673	VISA INC.	20070614	1-LAF	1	0930	10-K	20250930	2025	FY	20251106	2025-11-06 16:10:00.0	0	1	v-20250930_htm.xml	1	
0001403475-25-000070	1403475	BANK OF MARIN BANCORP	6022	US	CA	NOVATO	94947	504 REDWOOD BOULEVARD, SUITE 100		415-763-7781	US	CA	NOVATO	94947	504 REDWOOD BOULEVARD, SUITE 100		US	CA	208859754			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:32:00.0	0	1	bmrc-20250930_htm.xml	1	
0001403528-25-000046	1403528	BROOKFIELD OAKTREE HOLDINGS, LLC	6282	US	CA	LOS ANGELES	90071	333 SOUTH GRAND AVENUE	28TH FLOOR	(213) 830-6300	US	CA	LOS ANGELES	90071	333 SOUTH GRAND AVENUE	28TH FLOOR	US	DE	000000000	OAKTREE CAPITAL GROUP, LLC	20070618	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 16:05:00.0	0	1	oak-20250930_htm.xml	1	
0001404644-25-000101	1404644	NEUROGENE INC.	2834	US	NY	NEW YORK	10011	535 W 24TH STREET	5TH FLOOR	(877) 237-5020	US	NY	NEW YORK	10011	535 W 24TH STREET	5TH FLOOR			980542593	NEOLEUKIN THERAPEUTICS, INC.	20190812	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 16:55:00.0	0	1	ngne-20250930_htm.xml	1	
0001404912-25-000042	1404912	KKR & CO. INC.	6282	US	NY	NEW YORK	10001	30 HUDSON YARDS		212-750-8300	US	NY	NEW YORK	10001	30 HUDSON YARDS				881203639	KKR & CO. L.P.	20070627	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:46:00.0	0	1	kkr-20250930_htm.xml	1	
0001405495-25-000063	1405495	INTERDIGITAL, INC.	6794	US	DE	WILMINGTON	19809-3727	200 BELLEVUE PARKWAY	SUITE 300	302-281-3600	US	DE	WILMINGTON	19809-3727	200 BELLEVUE PARKWAY	SUITE 300			824936666			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 08:35:00.0	0	1	idcc-20250930_htm.xml	1	
0001406666-25-000045	1406666	CALIX, INC	4899	US	CA	SAN JOSE	95117	3155 OLSEN DRIVE, SUITE 450		408-514-3000	US	CA	SAN JOSE	95117	3155 OLSEN DRIVE, SUITE 450				680438710	CALIX NETWORKS INC	20070713	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:02:00.0	0	1	calx-20250927_htm.xml	1	
0001408075-25-000029	1408075	GRAPHIC PACKAGING HOLDING CO	2650	US	GA	ATLANTA	30328	1500 RIVEREDGE PARKWAY	SUITE100	(770) 240-7200	US	GA	ATLANTA	30328	1500 RIVEREDGE PARKWAY	SUITE100	US	DE	260405422	NEW GIANT CORP	20070726	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:55:00.0	0	1	gpk-20250930_htm.xml	1	
0001408100-25-000179	1408100	KENNEDY-WILSON HOLDINGS, INC.	6500	US	CA	BEVERLY HILLS	90212	151 S EL CAMINO DR		310-887-6400	US	CA	BEVERLY HILLS	90212	151 S EL CAMINO DR		US	DE	260508760	PROSPECT ACQUISITION CORP	20070727	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:20:00.0	0	1	kw-20250930_htm.xml	1	
0001408198-25-000196	1408198	MSCI INC.	7389	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	250 GREENWICH STREET 49TH FLOOR	212-804-3990	US	NY	NEW YORK	10007	7 WORLD TRADE CENTER	250 GREENWICH STREET 49TH FLOOR	US	DE	134038723			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251028	2025-10-28 13:38:00.0	0	1	msci-20250930_htm.xml	1	
0001408534-25-000092	1408534	FIRST GUARANTY BANCSHARES, INC.	6035	US	LA	HAMMOND	70401	400 EAST THOMAS STREET		985-345-7685	US	LA	HAMMOND	70401	400 EAST THOMAS STREET		US	LA	260513559			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251117	2025-11-17 13:49:00.0	0	1	fgbi-20250930_htm.xml	1	
0001408710-25-000056	1408710	FABRINET	3661			GRAND CAYMAN	KY1-9005	C/O INTERTRUST CORPORATE SERVICES	ONE NEXUS WAY, CAMANA BAY	(408) 748 0900	US	CA	SANTA CLARA	95054	C/O FABRINET USA, INC.	4900 PATRICK HENRY DRIVE	KY		981228572			1-LAF	0	0630	10-Q	20250930	2026	Q1	20251104	2025-11-04 06:17:00.0	0	1	fn-20250926_htm.xml	1	
0001409493-25-000028	1409493	CHIMERA INVESTMENT CORP	6798	US	NY	NEW YORK	10111	630 FIFTH AVENUE	SUITE 2400	212-626-2300	US	NY	NEW YORK	10111	630 FIFTH AVENUE	SUITE 2400	US	NY	260630461			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:20:00.0	0	1	cim-20250930_htm.xml	1	
0001409970-25-000074	1409970	LENDINGCLUB CORP	6141	US	CA	SAN FRANCISCO	94105	595 MARKET STREET	SUITE 200	415-930-7440	US	CA	SAN FRANCISCO	94105	595 MARKET STREET	SUITE 200	US	DE	000000000			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:17:00.0	0	1	lc-20250930_htm.xml	1	
0001410384-25-000159	1410384	Q2 HOLDINGS, INC.	7372	US	TX	AUSTIN	78729	10355 PECAN PARK BOULEVARD		1-833-444-3469	US	TX	Austin	78729	10355 PECAN PARK BOULEVARD				202706637	CBG HOLDINGS, INC.	20120103	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:31:00.0	0	1	qtwo-20250930_htm.xml	1	
0001410636-25-000173	1410636	AMERICAN WATER WORKS COMPANY, INC.	4941	US	NJ	CAMDEN	08102-1658	1 WATER STREET		856-955-4001	US	NJ	CAMDEN	08102-1658	1 WATER STREET		US	DE	510063696			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251029	2025-10-29 16:28:00.0	0	1	awk-20250930_htm.xml	1	
0001411579-25-000073	1411579	AMC ENTERTAINMENT HOLDINGS, INC.	7830	US	KS	LEAWOOD	66211	ONE AMC WAY	11500 ASH STREET	913-213-2000	US	KS	LEAWOOD	66211	ONE AMC WAY	11500 ASH STREET	US	DE	260303916			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:29:00.0	0	1	amc-20250930x10q_htm.xml	1	
0001411690-25-000093	1411690	BIONANO GENOMICS, INC.	3826	US	CA	SAN DIEGO	92121	9540 TOWNE CENTRE DRIVE	SUITE 100	(858) 888-7600	US	CA	SAN DIEGO	92121	9540 TOWNE CENTRE DRIVE	SUITE 100	US	DE	261756290	BIONANO GENOMICS, INC	20190308	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 16:09:00.0	0	1	bngo-20250930_htm.xml	1	
0001412408-25-000132	1412408	PHREESIA, INC.	7389	US	DE	WILMINGTON	19803	1521 CONCORD PIKE	SUITE 301 PMB 221	888-654-7473	US	DE	WILMINGTON	19803	1521 CONCORD PIKE	SUITE 301 PMB 221	US	DE	000000000	PHREESIA INC	20070914	1-LAF	0	0131	10-Q	20251031	2026	Q3	20251209	2025-12-09 16:03:00.0	0	1	phr-20251031_htm.xml	1	
0001412665-25-000159	1412665	MIDWESTONE FINANCIAL GROUP, INC.	6022	US	IA	IOWA CITY	52240	102 SOUTH CLINTON ST.		319-356-5800	US	IA	IOWA CITY	52240	102 SOUTH CLINTON ST.		US	IA	421206172	ISB FINANCIAL CORP.	20070918	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:47:00.0	0	1	mofg-20250930_htm.xml	1	
0001413447-25-000120	1413447	NXP SEMICONDUCTORS N.V.	3674							31 6 54 265349	NL		EINDHOVEN	5656AG	HIGH TECH CAMPUS 60				000000000	KASLION ACQUISITION B.V.	20070925	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251028	2025-10-28 06:46:00.0	0	1	nxpi-20250928_htm.xml	1	
0001414932-25-000022	1414932	OAKTREE SPECIALTY LENDING CORP		US	CA	LOS ANGLES	90071	333 SOUTH GRAND AVENUE	28TH FLOOR	(213) 830-6300	US	CA	LOS ANGLES	90071	333 SOUTH GRAND AVENUE	28TH FLOOR	US	DE	261219283	FIFTH STREET FINANCE CORP.	20130926	1-LAF	1	0930	10-K	20250930	2025	FY	20251118	2025-11-17 18:00:00.0	0	1	ocsl-20250930_htm.xml	1	
0001416265-25-000043	1416265	PROSPER MARKETPLACE, INC	6199	US	CA	SAN FRANCISCO	94105	221 MAIN STREET	3RD FLOOR	415-593-5400	US	CA	SAN FRANCISCO	94105	221 MAIN STREET	3RD FLOOR	US	DE	731733867	PROSPER MARKETPLACE INC	20071025	4-NON	0	1231	10-Q	20250930	2025	Q3	20251113	2025-11-13 16:09:00.0	0	1	prosper-20250930_htm.xml	2	1542574
0001418135-25-000125	1418135	KEURIG DR PEPPER INC.	2080	US	MA	BURLINGTON	01803	53 SOUTH AVENUE		877-208-9991	US	MA	BURLINGTON	01803	53 SOUTH AVENUE		US	DE	753258232	DR PEPPER SNAPPLE GROUP, INC.	20080108	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251028	2025-10-27 17:40:00.0	0	1	kdp-20250930_htm.xml	1	
0001418819-25-000009	1418819	IRIDIUM COMMUNICATIONS INC.	4899	US	VA	MCLEAN	22102	1750 TYSONS BOULEVARD	SUITE 1400	301-571-6200	US	VA	MCLEAN	22102	1750 TYSONS BOULEVARD	SUITE 1400	US	NY	221344998	GHL ACQUISITION CORP.	20071119	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251023	2025-10-23 07:02:00.0	0	1	irdm-20250930_htm.xml	1	
0001419536-25-000111	1419536	CAPITAL BANCORP INC	6021	US	MD	ROCKVILLE	20850	One Church Street	Suite 300	(301) 868-8848	US	MD	Rockville	20850	One Church Street	Suite 300	US	MD	522083046			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 16:10:00.0	0	1	cbnk-20250930_htm.xml	1	
0001419806-25-000019	1419806	RARE ELEMENT RESOURCES LTD	1040	US	CO	LITTLETON	80127	P.O. BOX 271049		720-278-2460	US	CO	LITTLETON	80127	P.O. BOX 271049		CA	BC	000000000			4-NON	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 13:18:00.0	0	1	reemf-20250930x10q_htm.xml	1	
0001420720-25-000041	1420720	IBIO, INC.	2834	US	NY	NEW YORK	10022-1737	600 MADISON AVENUE, SUITE 1601		302 355-0650	US	NY	NEW YORK	10022-1737	600 MADISON AVENUE, SUITE 1601		US	DE	262797813	IBIOPHARMA, INC.	20080806	4-NON	0	0630	10-Q	20250930	2026	Q1	20251112	2025-11-12 16:14:00.0	0	1	ibio-20250930x10q_htm.xml	1	
0001420720-25-000043	1420720	IBIO, INC.	2834	US	NY	NEW YORK	10022-1737	600 MADISON AVENUE, SUITE 1601		302 355-0650	US	NY	NEW YORK	10022-1737	600 MADISON AVENUE, SUITE 1601		US	DE	262797813	IBIOPHARMA, INC.	20080806	4-NON	0	0630	10-Q/A	20250930	2026	Q1	20251117	2025-11-17 07:41:00.0	0	1	ibio-20250930x10qa_htm.xml	1	
0001420800-25-000040	1420800	ENOVIS CORP	3842	US	DE	WILMINGTON	19808	2711 CENTERVILLE ROAD	SUITE 400	(302) 252-9160	US	DE	WILMINGTON	19808	2711 CENTERVILLE ROAD	SUITE 400	US	DE	541887631	COLFAX CORP	20071210	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 06:25:00.0	0	1	cfx-20251003_htm.xml	1	
0001421461-25-000033	1421461	INTREPID POTASH, INC.	1400	US	CO	DENVER	80202	707 17TH STREET	SUITE 4200	303-296-3006	US	CO	DENVER	80202	707 17TH STREET	SUITE 4200	US	DE	261501877			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 12:59:00.0	0	1	ipi-20250930_htm.xml	1	
0001421517-25-000134	1421517	ENERGY RECOVERY, INC.	3559	US	CA	SAN LEANDRO	94577	1717 DOOLITTLE DRIVE		(510) 483-7370	US	CA	SAN LEANDRO	94577	1717 DOOLITTLE DRIVE		US	DE	010616867			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:12:00.0	0	1	erii-20250930_htm.xml	1	
0001422930-25-000050	1422930	PUBMATIC, INC.	7370	US	CA	REDWOOD CITY	94063	601 MARSHALL STREET		650-331-3485	US	CA	REDWOOD CITY	94063	601 MARSHALL STREET		US	DE	205863224	PUBMATIC, INC.	20140306	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 16:18:00.0	0	1	pubm-20250930_htm.xml	1	
0001423221-25-000100	1423221	QUANEX BUILDING PRODUCTS CORP	3350	US	TX	HOUSTON	77024	945 BUNKER HILL RD	SUITE 900	7139614600	US	TX	HOUSTON	77024	945 BUNKER HILL RD	SUITE 900	US	DE	261561397			1-LAF	1	1031	10-K	20251031	2025	FY	20251212	2025-12-12 17:09:00.0	0	1	nx-20251031_htm.xml	1	
0001423689-25-000106	1423689	AGNC INVESTMENT CORP.	6798	US	MD	BETHESDA	20814	7373 WISCONSIN AVENUE, 22ND FLOOR		301 968 9300	US	MD	BETHESDA	20814	7373 WISCONSIN AVENUE, 22ND FLOOR				261701984	AMERICAN CAPITAL AGENCY CORP	20080111	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251031	2025-10-31 16:06:00.0	0	1	agnc-20250930_htm.xml	1	
0001423869-25-000050	1423869	PCB BANCORP	6022	US	CA	LOS ANGELES	90010	3701 WILSHIRE BLVD	SUITE 900	213-210-2000	US	CA	LOS ANGELES	90010	3701 WILSHIRE BLVD	SUITE 900			208856755	PACIFIC CITY FINANCIAL CORP	20080114	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:06:00.0	0	1	pcb-20250930_htm.xml	1	
0001423902-25-000106	1423902	WESTERN MIDSTREAM PARTNERS, LP	4922	US	TX	THE WOODLANDS	77380-7046	9950 WOODLOCH FOREST DRIVE, SUITE 2800		346-786-5000	US	TX	THE WOODLANDS	77380-7046	9950 WOODLOCH FOREST DRIVE, SUITE 2800		US	DE	261075656	WESTERN GAS EQUITY PARTNERS, LP	20121023	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:23:00.0	0	1	wes-20250930_htm.xml	2	1414475
0001424182-25-000037	1424182	BROADSTONE NET LEASE, INC.	6798	US	NY	VICTOR	14564	207 HIGH POINT DRIVE		585-287-6500	US	NY	VICTOR	14564	207 HIGH POINT DRIVE				261516177	BROADSTONE NET LEASE INC	20080116	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251029	2025-10-29 16:24:00.0	0	1	bnl-20250930_htm.xml	1	
0001424929-25-000092	1424929	FOX FACTORY HOLDING CORP	3751	US	GA	DULUTH	30097	2055 SUGARLOAF CIRCLE, SUITE 300		831-274-6500	US	GA	DULUTH	30097	2055 SUGARLOAF CIRCLE, SUITE 300		US	DE	000000000			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-06 17:57:00.0	0	1	foxf-20251003_htm.xml	1	
0001425292-25-000030	1425292	CVR PARTNERS, LP	2870	US	TX	SUGAR LAND	77479	2277 PLAZA DRIVE	SUITE 500	(281) 207-3200	US	TX	SUGAR LAND	77479	2277 PLAZA DRIVE	SUITE 500	US	DE	562677689			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:43:00.0	0	1	cvi-20250930_htm.xml	1	
0001425450-25-000114	1425450	ORTHOPEDIATRICS CORP	3841	US	IN	WARSAW	46582	2850 FRONTIER DRIVE		574-268-6379	US	IN	WARSAW	46582	2850 FRONTIER DRIVE				261761833			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251029	2025-10-29 13:04:00.0	0	1	kids-20250930_htm.xml	1	
0001428205-25-000233	1428205	ARMOUR RESIDENTIAL REIT, INC.	6798	US	FL	VERO BEACH	32963	3001 OCEAN DRIVE	SUITE 201	(772) 617-4340	US	FL	VERO BEACH	32963	3001 OCEAN DRIVE	SUITE 201			261908763			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251022	2025-10-22 16:21:00.0	0	1	arr-20250930_htm.xml	1	
0001428336-25-000036	1428336	HEALTHEQUITY, INC.	7389	US	UT	DRAPER	84020	15 WEST SCENIC POINTE DRIVE	SUITE 100	801-727-1000	US	UT	DRAPER	84020	15 WEST SCENIC POINTE DRIVE	SUITE 100	US	DE	000000000	HEALTHEQUITY INC	20080227	1-LAF	0	0131	10-Q	20251031	2026	Q3	20251203	2025-12-03 16:04:00.0	0	1	hqy-20251031_htm.xml	1	
0001433195-25-000142	1433195	APPFOLIO INC	7372	US	CA	SANTA BARBARA	93117	70 CASTILIAN DRIVE		8053646047	US	CA	SANTA BARBARA	93117	70 CASTILIAN DRIVE				260359894			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:12:00.0	0	1	appf-20250930_htm.xml	1	
0001433642-25-000117	1433642	HAMILTON LANE INC	6282	US	PA	CONSHOHOCKEN	19428	110 WASHINGTON STREET	SUITE 1300	(610) 934-2222	US	PA	CONSHOHOCKEN	19428	110 WASHINGTON STREET	SUITE 1300	US	DE	262482738			1-LAF	0	0331	10-Q	20250930	2026	Q2	20251104	2025-11-04 16:16:00.0	0	1	hlne-20250930_htm.xml	1	
0001433660-25-000065	1433660	JBT MAREL CORP	3550	US	IL	CHICAGO	60602	70 W MADISON	SUITE 4400	312 861-5900	US	IL	CHICAGO	60602	70 W MADISON	SUITE 4400	US	DE	911650317	JOHN BEAN TECHNOLOGIES CORP	20080429	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 17:11:00.0	0	1	jbt-20250930_htm.xml	1	
0001434647-25-000011	1434647	ZEVRA THERAPEUTICS, INC.	2834	US	FL	CELEBRATION	34747	1180 CELEBRATION BOULEVARD, SUITE 103		(321) 939-3416	US	FL	CELEBRATION	34747	1180 CELEBRATION BOULEVARD, SUITE 103		US	DE	205894398	KEMPHARM, INC	20130530	4-NON	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 17:21:00.0	0	1	zvra-20250930_htm.xml	1	
0001437071-25-000051	1437071	INVESCO MORTGAGE CAPITAL INC.	6798	US	GA	ATLANTA	30309	1331 SPRING ST. NW	SUITE 2500	404-892-0896	US	GA	ATLANTA	30309	1331 SPRING ST. NW	SUITE 2500	US	MD	262749336	INVESCO AGENCY SECURITIES INC.	20080606	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:20:00.0	0	1	ivr-20250930_htm.xml	1	
0001437107-25-000216	1437107	WARNER BROS. DISCOVERY, INC.	4841	US	NY	NEW YORK	10003	230 PARK AVENUE SOUTH		212-548-5555	US	NY	NEW YORK	10003	230 PARK AVENUE SOUTH		US	DE	352333914	DISCOVERY, INC.	20180306	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 12:29:00.0	0	1	wbd-20250930_htm.xml	1	
0001437402-25-000018	1437402	ARDELYX, INC.	2834	US	CA	FREMONT	94555	34175 ARDENWOOD BLVD.		510-745-7047	US	CA	FREMONT	94555	34175 ARDENWOOD BLVD.		US	DE	000000000	NTERYX INC	20080611	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:17:00.0	0	1	ardx-20250930_htm.xml	1	
0001437578-25-000029	1437578	BRIGHT HORIZONS FAMILY SOLUTIONS INC.	8351	US	MA	NEWTON	02459	2 WELLS AVENUE		617-673-8000	US	MA	NEWTON	02459	2 WELLS AVENUE				800188269	BRIGHT HORIZONS SOLUTIONS CORP	20080612	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:39:00.0	0	1	bfam-20250930_htm.xml	1	
0001437749-25-030544	1617867	AUTONOMIX MEDICAL, INC.	3841	US	TX	THE WOODLANDS	77380	21 WATERWAY AVENUE, SUITE 300		832-277-7816	US	TX	THE WOODLANDS	77380	21 WATERWAY AVENUE, SUITE 300		US	DE	471607810			4-NON	0	0331	424B3	20250630			20251006	2025-10-06 17:02:00.0	0	1	amix20251001c_424b3_htm.xml	1	
0001437749-25-030703	10329	BASSETT FURNITURE INDUSTRIES INC	2511	US	VA	BASSETT	24055	PO BOX 626		5406296209	US	VA	BASSETT	24055	MAIN ST	P O BOX 626	US	VA	540135270			2-ACC	0	1130	10-Q	20250831	2025	Q3	20251008	2025-10-08 16:06:00.0	0	1	bset20250830_10q_htm.xml	1	
0001437749-25-030736	1354866	BYRNA TECHNOLOGIES INC.	3690	US	MA	ANDOVER	01810	100 BURTT ROAD	SUITE 115	978-868-5011	US	MA	ANDOVER	01810	100 BURTT ROAD	SUITE 115	US	DE	711050654	SECURITY DEVICES INTERNATIONAL INC.	20060301	4-NON	0	1130	10-Q	20250831	2025	Q3	20251009	2025-10-09 08:01:00.0	0	1	byrn20250831_10q_htm.xml	1	
0001437749-25-030797	1731348	TILRAY BRANDS, INC.	2833	US	NY	NEW YORK	10065	655 MADISON AVENUE	19TH FLOOR	519.322.8800	US	NY	NEW YORK	10065	655 MADISON AVENUE	19TH FLOOR			824310622	TILRAY, INC.	20180213	1-LAF	0	0531	10-Q	20250831	2026	Q1	20251009	2025-10-09 17:13:00.0	0	1	tlry20250730_10q_htm.xml	1	
0001437749-25-030841	1123596	BAB, INC.	5812	US	IL	DEERFIELD	60015	500 LAKE COOK ROAD	SUITE 475	847 948-7520	US	IL	DEERFIELD	60015	500 LAKE COOK ROAD	SUITE 475	US	DE	364389547	BAB INC	20000912	4-NON	0	1130	10-Q	20250831	2025	Q3	20251010	2025-10-10 14:02:00.0	0	1	babs20250831_10q_htm.xml	1	
0001437749-25-030857	91668	SOLITRON DEVICES INC	3674	US	FL	WEST PALM BEACH	33411	901 SANSBURYS WAY		561-848-4311	US	FL	WEST PALM BEACH	33411	901 SANSBURYS WAY		US	DE	221684144			4-NON	0	0228	10-Q	20250831	2026	Q2	20251010	2025-10-10 16:02:00.0	0	1	sodi20250831_10q_htm.xml	1	
